"Auftragskonto";"Buchungstag";"Valutadatum";"Buchungstext";"Verwendungszweck";"Glaeubiger ID";"Mandatsreferenz";"Kundenreferenz (End-to-End)";"Sammlerreferenz";"Lastschrift Ursprungsbetrag";"Auslagenersatz Ruecklastschrift";"Beguenstigter/Zahlungspflichtiger";"Kontonummer/IBAN";"BIC (SWIFT-Code)";"Betrag";"Waehrung";"Info"
"DE02120300000000202051";"13.04.2025";"13.04.2025";"KARTENZAHLUNG";"UBER TRIP HELP.UBER.COM";"";"";"";"";"";"";"UBER BV";"";"";"-21,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.04.2025";"15.04.2025";"FOLGELASTSCHRIFT";"STROM ABSCHLAG 04/2025";"";"";"";"";"";"";"Vattenfall Europe Sales GmbH";"";"";"-78,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.04.2025";"19.04.2025";"KARTENZAHLUNG";"AMZN PRIME DE MITGLIEDSCHAFT";"";"";"";"";"";"";"AMAZON PRIME MEMBERSHIP";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.04.2025";"21.04.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-10,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.04.2025";"21.04.2025";"KARTENZAHLUNG";"VAPIANO MITTE";"";"";"";"";"";"";"VAPIANO Berlin Mitte";"";"";"-30,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"ADOBE SYSTEMS SOFTWARE";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.04.2025";"22.04.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-49,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.04.2025";"23.04.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-31,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.04.2025";"24.04.2025";"KARTENZAHLUNG";"NETTO FILIALE 3312";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-10,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.04.2025";"25.04.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 04/2025";"";"";"";"";"";"";"BVG Berliner Verkehrsbetriebe";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.04.2025";"26.04.2025";"KARTENZAHLUNG";"DEAN+DAVID 1188";"";"";"";"";"";"";"DEAN AND DAVID";"";"";"-17,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.04.2025";"26.04.2025";"KARTENZAHLUNG";"NETTO FILIALE 3312";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-17,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.04.2025";"26.04.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 BLZ12030000 01.04/BERLIN";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-100,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.04.2025";"27.04.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-14,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.04.2025";"27.04.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 BLZ12030000 01.04/BERLIN";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-50,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"27.04.2025";"27.04.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-21,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.04.2025";"28.04.2025";"KARTENZAHLUNG";"KAUFLAND 4711 BERLIN";"";"";"";"";"";"";"KAUFLAND BERLIN";"";"";"-76,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.04.2025";"28.04.2025";"LOHN  GEHALT";"GEHALT 04/2025 PERS.NR 4711";"";"";"";"";"";"";"Mustermann Systems GmbH";"";"";"2.850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.05.2025";"01.05.2025";"KARTENZAHLUNG";"AMZN Mktp DE 822076";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-15,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.05.2025";"01.05.2025";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG 05/2025";"";"";"";"";"";"";"Fitness First Germany";"";"";"-39,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.05.2025";"01.05.2025";"DAUERAUFTRAG";"MIETE WOHNUNG 12 05/2025";"";"";"";"";"";"";"Hausverwaltung Bergmann GmbH";"";"";"-1.150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.05.2025";"01.05.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-20,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.05.2025";"02.05.2025";"FOLGELASTSCHRIFT";"HAUSRAT UND HAFTPFLICHT 05/2025";"";"";"";"";"";"";"Allianz Versicherungs-AG";"";"";"-42,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.05.2025";"02.05.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . JONAS KELLER, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-32,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.05.2025";"05.05.2025";"KARTENZAHLUNG";"DB FERNVERKEHR TICKET";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-50,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.05.2025";"05.05.2025";"FOLGELASTSCHRIFT";"MAGENTA ZUHAUSE 100 MBIT";"";"";"";"";"";"";"Telekom Deutschland GmbH";"";"";"-39,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.05.2025";"07.05.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-13,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.05.2025";"07.05.2025";"FOLGELASTSCHRIFT";"NETFLIX STANDARD ABO";"";"";"";"";"";"";"NETFLIX INTERNATIONAL BV";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.05.2025";"08.05.2025";"KARTENZAHLUNG";"ROSSMANN DROGERIEMARKT BERLIN";"";"";"";"";"";"";"ROSSMANN Drogeriemarkt";"";"";"-18,92";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.05.2025";"08.05.2025";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 05/2025";"";"";"";"";"";"";"Vodafone GmbH";"";"";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.05.2025";"08.05.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-30,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.05.2025";"09.05.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-52,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.05.2025";"09.05.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-31,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.05.2025";"10.05.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-11,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.05.2025";"11.05.2025";"KARTENZAHLUNG";"NETTO FILIALE 3312";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-23,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.05.2025";"11.05.2025";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.05.2025";"13.05.2025";"KARTENZAHLUNG";"DEAN+DAVID 1188";"";"";"";"";"";"";"DEAN AND DAVID";"";"";"-15,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.05.2025";"14.05.2025";"KARTENZAHLUNG";"NETTO FILIALE 3312";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-15,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.05.2025";"15.05.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-65,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.05.2025";"15.05.2025";"FOLGELASTSCHRIFT";"STROM ABSCHLAG 05/2025";"";"";"";"";"";"";"Vattenfall Europe Sales GmbH";"";"";"-78,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.05.2025";"19.05.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-52,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.05.2025";"19.05.2025";"KARTENZAHLUNG";"AMZN PRIME DE MITGLIEDSCHAFT";"";"";"";"";"";"";"AMAZON PRIME MEMBERSHIP";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.05.2025";"20.05.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-14,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.05.2025";"22.05.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"ADOBE SYSTEMS SOFTWARE";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.05.2025";"22.05.2025";"KARTENZAHLUNG";"DOENER HAUS";"";"";"";"";"";"";"Döner Haus Kreuzberg";"";"";"-13,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.05.2025";"23.05.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-6,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.05.2025";"23.05.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-70,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.05.2025";"23.05.2025";"KARTENZAHLUNG";"UBER TRIP HELP.UBER.COM";"";"";"";"";"";"";"UBER BV";"";"";"-19,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.05.2025";"24.05.2025";"KARTENZAHLUNG";"DEAN+DAVID 1188";"";"";"";"";"";"";"DEAN AND DAVID";"";"";"-17,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"24.05.2025";"24.05.2025";"KARTENZAHLUNG";"DEAN+DAVID 1188";"";"";"";"";"";"";"DEAN AND DAVID";"";"";"-14,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.05.2025";"25.05.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 05/2025";"";"";"";"";"";"";"BVG Berliner Verkehrsbetriebe";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.05.2025";"25.05.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . LEA HOFFMANN, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-21,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.05.2025";"26.05.2025";"KARTENZAHLUNG";"AMZN Mktp DE 796951";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-50,10";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.05.2025";"26.05.2025";"KARTENZAHLUNG";"DEAN+DAVID 1188";"";"";"";"";"";"";"DEAN AND DAVID";"";"";"-12,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.05.2025";"28.05.2025";"LOHN  GEHALT";"GEHALT 05/2025 PERS.NR 4711";"";"";"";"";"";"";"Mustermann Systems GmbH";"";"";"2.850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.05.2025";"28.05.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-44,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.05.2025";"28.05.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 BLZ12030000 01.05/BERLIN";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-100,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.2025";"01.06.2025";"KARTENZAHLUNG";"DB FERNVERKEHR TICKET";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-35,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.2025";"01.06.2025";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG 06/2025";"";"";"";"";"";"";"Fitness First Germany";"";"";"-39,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.2025";"01.06.2025";"DAUERAUFTRAG";"MIETE WOHNUNG 12 06/2025";"";"";"";"";"";"";"Hausverwaltung Bergmann GmbH";"";"";"-1.150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.06.2025";"01.06.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-23,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.06.2025";"02.06.2025";"FOLGELASTSCHRIFT";"HAUSRAT UND HAFTPFLICHT 06/2025";"";"";"";"";"";"";"Allianz Versicherungs-AG";"";"";"-42,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.06.2025";"03.06.2025";"KARTENZAHLUNG";"AMZN Mktp DE 817718";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-43,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"03.06.2025";"03.06.2025";"KARTENZAHLUNG";"VAPIANO MITTE";"";"";"";"";"";"";"VAPIANO Berlin Mitte";"";"";"-32,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.06.2025";"04.06.2025";"KARTENZAHLUNG";"EDEKA SAGT DANKE";"";"";"";"";"";"";"EDEKA Sander";"";"";"-30,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.06.2025";"05.06.2025";"FOLGELASTSCHRIFT";"MAGENTA ZUHAUSE 100 MBIT";"";"";"";"";"";"";"Telekom Deutschland GmbH";"";"";"-39,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.06.2025";"07.06.2025";"FOLGELASTSCHRIFT";"NETFLIX STANDARD ABO";"";"";"";"";"";"";"NETFLIX INTERNATIONAL BV";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.06.2025";"08.06.2025";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 06/2025";"";"";"";"";"";"";"Vodafone GmbH";"";"";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.06.2025";"09.06.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-38,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.06.2025";"11.06.2025";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.06.2025";"12.06.2025";"KARTENZAHLUNG";"APOTHEKE AM MARKT";"";"";"";"";"";"";"Apotheke am Markt";"";"";"-23,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.06.2025";"14.06.2025";"KARTENZAHLUNG";"AMZN Mktp DE 500043";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-15,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.06.2025";"15.06.2025";"FOLGELASTSCHRIFT";"STROM ABSCHLAG 06/2025";"";"";"";"";"";"";"Vattenfall Europe Sales GmbH";"";"";"-78,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.06.2025";"15.06.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-27,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.06.2025";"16.06.2025";"KARTENZAHLUNG";"KAUFLAND 4711 BERLIN";"";"";"";"";"";"";"KAUFLAND BERLIN";"";"";"-44,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.06.2025";"16.06.2025";"KARTENZAHLUNG";"NETTO FILIALE 3312";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-36,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.06.2025";"16.06.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . MAX SCHULZ, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-18,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.06.2025";"16.06.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . MAX SCHULZ, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-17,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"17.06.2025";"17.06.2025";"KARTENZAHLUNG";"AMZN Mktp DE 315587";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-121,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"17.06.2025";"17.06.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-21,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.06.2025";"18.06.2025";"KARTENZAHLUNG";"CAFE MILCHBART";"";"";"";"";"";"";"Cafe Milchbart";"";"";"-11,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.06.2025";"19.06.2025";"KARTENZAHLUNG";"AMZN PRIME DE MITGLIEDSCHAFT";"";"";"";"";"";"";"AMAZON PRIME MEMBERSHIP";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"20.06.2025";"20.06.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-31,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.06.2025";"21.06.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-36,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.06.2025";"22.06.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"ADOBE SYSTEMS SOFTWARE";"";"";"-23,79";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"23.06.2025";"23.06.2025";"KARTENZAHLUNG";"DM FIL 8817 BERLIN";"";"";"";"";"";"";"dm drogerie markt";"";"";"-29,20";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.06.2025";"25.06.2025";"FOLGELASTSCHRIFT";"DEUTSCHLANDTICKET 06/2025";"";"";"";"";"";"";"BVG Berliner Verkehrsbetriebe";"";"";"-49,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"25.06.2025";"25.06.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 BLZ12030000 01.06/BERLIN";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-100,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"26.06.2025";"26.06.2025";"KARTENZAHLUNG";"KAUFLAND 4711 BERLIN";"";"";"";"";"";"";"KAUFLAND BERLIN";"";"";"-87,70";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"28.06.2025";"28.06.2025";"LOHN  GEHALT";"GEHALT 06/2025 PERS.NR 4711";"";"";"";"";"";"";"Mustermann Systems GmbH";"";"";"2.850,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.07.2025";"01.07.2025";"FOLGELASTSCHRIFT";"MITGLIEDSBEITRAG 07/2025";"";"";"";"";"";"";"Fitness First Germany";"";"";"-39,90";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.07.2025";"01.07.2025";"DAUERAUFTRAG";"MIETE WOHNUNG 12 07/2025";"";"";"";"";"";"";"Hausverwaltung Bergmann GmbH";"";"";"-1.150,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"01.07.2025";"01.07.2025";"KARTENZAHLUNG";"REWE SAGT DANKE. BIS BALD";"";"";"";"";"";"";"REWE Markt GmbH";"";"";"-67,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"02.07.2025";"02.07.2025";"FOLGELASTSCHRIFT";"HAUSRAT UND HAFTPFLICHT 07/2025";"";"";"";"";"";"";"Allianz Versicherungs-AG";"";"";"-42,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"04.07.2025";"04.07.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 BLZ12030000 01.07/BERLIN";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.07.2025";"05.07.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-14,80";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"05.07.2025";"05.07.2025";"FOLGELASTSCHRIFT";"MAGENTA ZUHAUSE 100 MBIT";"";"";"";"";"";"";"Telekom Deutschland GmbH";"";"";"-39,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"06.07.2025";"06.07.2025";"KARTENZAHLUNG";"ALDI SUED SAGT DANKE";"";"";"";"";"";"";"ALDI SÜD";"";"";"-30,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.07.2025";"07.07.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-5,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.07.2025";"07.07.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-9,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"07.07.2025";"07.07.2025";"FOLGELASTSCHRIFT";"NETFLIX STANDARD ABO";"";"";"";"";"";"";"NETFLIX INTERNATIONAL BV";"";"";"-12,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"08.07.2025";"08.07.2025";"FOLGELASTSCHRIFT";"MOBILFUNK RECHNUNG 07/2025";"";"";"";"";"";"";"Vodafone GmbH";"";"";"-19,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.07.2025";"09.07.2025";"KARTENZAHLUNG";"AMZN Mktp DE 489728";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-117,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"09.07.2025";"09.07.2025";"KARTENZAHLUNG";"NETTO FILIALE 3312";"";"";"";"";"";"";"NETTO MARKEN-DISCOUNT";"";"";"-34,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"10.07.2025";"10.07.2025";"KARTENZAHLUNG";"VAPIANO MITTE";"";"";"";"";"";"";"VAPIANO Berlin Mitte";"";"";"-31,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"11.07.2025";"11.07.2025";"FOLGELASTSCHRIFT";"SPOTIFY PREMIUM";"";"";"";"";"";"";"SPOTIFY AB";"";"";"-10,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.07.2025";"12.07.2025";"KARTENZAHLUNG";"AMZN Mktp DE 242936";"";"";"";"";"";"";"AMAZON EU S.A R.L.";"";"";"-42,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.07.2025";"12.07.2025";"ONLINE-UEBERWEISUNG";"PP.4711.PP . LEA HOFFMANN, Ihre Zahlung";"";"";"";"";"";"";"PayPal Europe S.a.r.l.";"";"";"-23,50";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"12.07.2025";"12.07.2025";"KARTENZAHLUNG";"SHELL STATION 1204";"";"";"";"";"";"";"SHELL DEUTSCHLAND";"";"";"-75,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"13.07.2025";"13.07.2025";"KARTENZAHLUNG";"KAUFLAND 4711 BERLIN";"";"";"";"";"";"";"KAUFLAND BERLIN";"";"";"-76,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.07.2025";"14.07.2025";"KARTENZAHLUNG";"BAECKEREI STEINECKE";"";"";"";"";"";"";"Bäckerei Steinecke";"";"";"-7,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"14.07.2025";"14.07.2025";"KARTENZAHLUNG";"LIEFERANDO BESTELLUNG";"";"";"";"";"";"";"Lieferando.de";"";"";"-40,40";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.07.2025";"15.07.2025";"KARTENZAHLUNG";"LIDL DANKT IHNEN";"";"";"";"";"";"";"LIDL Vertriebs GmbH";"";"";"-53,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"15.07.2025";"15.07.2025";"FOLGELASTSCHRIFT";"STROM ABSCHLAG 07/2025";"";"";"";"";"";"";"Vattenfall Europe Sales GmbH";"";"";"-78,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"16.07.2025";"16.07.2025";"KARTENZAHLUNG";"DB FERNVERKEHR TICKET";"";"";"";"";"";"";"Deutsche Bahn AG";"";"";"-26,60";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"17.07.2025";"17.07.2025";"KARTENZAHLUNG";"DOENER HAUS";"";"";"";"";"";"";"Döner Haus Kreuzberg";"";"";"-11,30";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"18.07.2025";"18.07.2025";"KARTENZAHLUNG";"DEAN+DAVID 1188";"";"";"";"";"";"";"DEAN AND DAVID";"";"";"-11,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.07.2025";"19.07.2025";"KARTENZAHLUNG";"AMZN PRIME DE MITGLIEDSCHAFT";"";"";"";"";"";"";"AMAZON PRIME MEMBERSHIP";"";"";"-8,99";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"19.07.2025";"19.07.2025";"KARTENZAHLUNG";"OBI BAUMARKT BERLIN";"";"";"";"";"";"";"OBI Baumarkt";"";"";"-41,76";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"21.07.2025";"21.07.2025";"BARGELDAUSZAHLUNG";"GA NR00012345 BLZ12030000 01.07/BERLIN";"";"";"";"";"";"";"Sparkasse Geldautomat";"";"";"-200,00";"EUR";"Umsatz gebucht"
"DE02120300000000202051";"22.07.2025";"22.07.2025";"KARTENZAHLUNG";"ADOBE CREATIVE CLOUD ABO";"";"";"";"";"";"";"ADOBE SYSTEMS SOFTWARE";"";"";"-23,79";"EUR";"Umsatz gebucht"
